strike,call_oi,call_gex,call_dex,call_vannex,call_charmex,put_oi,put_gex,put_dex,put_vannex,put_charmex,net_gex,net_dex,net_vannex,net_charmex,put_call_oi_ratio
6050.0,3305.0,0.0,2189463414.5507812,0.0,0.0,10192.0,-6176221104.404253,-131657921.82207185,1443248139.4641936,18592286369.814907,-6176221104.404253,2057805492.7287095,1443248139.4641936,18592286369.814907,3.0838124054462934
6055.0,0.0,0.0,0.0,0.0,0.0,92.0,-2470317.307495622,-17545.151505263708,441764.9698092224,40318310.33163582,-2470317.307495622,-17545.151505263708,441764.9698092224,40318310.33163582,
6060.0,302.0,0.0,200065945.8984375,0.0,0.0,688.0,-57862413.6894236,-1286385.4563874707,12507597.603865674,341497826.21482885,-57862413.6894236,198779560.44205004,12507597.603865674,341497826.21482885,2.2781456953642385
6065.0,0.0,0.0,0.0,0.0,0.0,54.0,-1511253.3696634425,-10578.088629120793,269716.02625548036,24213279.78625924,-1511253.3696634425,-10578.088629120793,269716.02625548036,24213279.78625924,
6070.0,0.0,0.0,0.0,0.0,0.0,429.0,-152157729.930148,-4064779.38965707,34046918.31374007,435771782.01376,-152157729.930148,-4064779.38965707,34046918.31374007,435771782.01376,
6075.0,2.0,0.0,1324940.0390625,0.0,0.0,14634.0,-11254175878.512144,-308680883.11107254,2538809697.9350886,24012673602.478676,-11254175878.512144,-307355943.07201004,2538809697.9350886,24012673602.478676,7317.0
6080.0,2.0,0.0,1324940.0390625,0.0,0.0,395.0,-137463108.3605769,-3696346.4430882116,30504792.519578304,369951885.9654846,-137463108.3605769,-2371406.4040257116,30504792.519578304,369951885.9654846,197.5
6085.0,0.0,0.0,0.0,0.0,0.0,245.0,-9094208.4442942,-64012.44806140338,1585713.4713795728,140259306.80790097,-9094208.4442942,-64012.44806140338,1585713.4713795728,140259306.80790097,
6090.0,2.0,0.0,1324940.0390625,0.0,0.0,292.0,-129547218.36806908,-3490682.2582571222,28325584.094103314,345470376.5624922,-129547218.36806908,-2165742.2191946222,28325584.094103314,345470376.5624922,146.0
6095.0,0.0,0.0,0.0,0.0,0.0,231.0,-8953881.016867686,-62074.41205516328,1557804.086881654,135429741.59705627,-8953881.016867686,-62074.41205516328,1557804.086881654,135429741.59705627,
6100.0,5019.0,0.0,3324937028.0273438,0.0,0.0,39726.0,-24883059134.069416,-620016474.8681786,5450186541.837577,60523112990.0046,-24883059134.069416,2704920553.1591654,5450186541.837577,60523112990.0046,7.915122534369396
6105.0,0.0,0.0,0.0,0.0,0.0,110.0,-3668612.618723556,-24175.834259441388,649060.0693066984,54405845.00893503,-3668612.618723556,-24175.834259441388,649060.0693066984,54405845.00893503,
6110.0,0.0,0.0,0.0,0.0,0.0,388.0,-174324383.4324812,-4660853.141604257,36901007.33994947,489947941.500158,-174324383.4324812,-4660853.141604257,36901007.33994947,489947941.500158,
6115.0,0.0,0.0,0.0,0.0,0.0,270.0,-13528589.99135237,-93844.97992529698,2303077.1141133625,196562802.8922461,-13528589.99135237,-93844.97992529698,2303077.1141133625,196562802.8922461,
6120.0,0.0,0.0,0.0,0.0,0.0,560.0,-358230253.5222349,-9795430.606086446,75252784.7169683,867463600.1866596,-358230253.5222349,-9795430.606086446,75252784.7169683,867463600.1866596,
6125.0,6013.0,0.0,3983432227.4414062,0.0,0.0,6925.0,-3025616889.0627975,-67556226.669209,644644734.3075988,9016751367.94787,-3025616889.0627975,3915876000.7721972,644644734.3075988,9016751367.94787,1.1516713786795276
6130.0,2.0,0.0,1324940.0390625,0.0,0.0,501.0,-434906247.18704766,-12110845.843309294,90349105.5735604,932603190.696483,-434906247.18704766,-10785905.804246794,90349105.5735604,932603190.696483,250.5
6135.0,0.0,0.0,0.0,0.0,0.0,373.0,-23748940.06932153,-164287.8249367585,3959725.3134356122,330959493.89372855,-23748940.06932153,-164287.8249367585,3959725.3134356122,330959493.89372855,
6140.0,4.0,0.0,2649880.078125,0.0,0.0,921.0,-120568293.39652559,-2544188.319147008,23375930.782980364,707536782.3429817,-120568293.39652559,105691.758977992,23375930.782980364,707536782.3429817,230.25
6145.0,0.0,0.0,0.0,0.0,0.0,209.0,-10211323.519830275,-65384.0522677713,1755094.1709357183,139320206.66296217,-10211323.519830275,-65384.0522677713,1755094.1709357183,139320206.66296217,
6150.0,53.0,0.0,35110911.03515625,0.0,0.0,8527.0,-9032201744.169916,-243762739.1618813,1883927784.107131,17229046745.71464,-9032201744.169916,-208651828.12672505,1883927784.107131,17229046745.71464,160.88679245283018
6155.0,0.0,0.0,0.0,0.0,0.0,84.0,-6674849.301260279,-45863.10942966249,1091355.2889185317,89070654.12920462,-6674849.301260279,-45863.10942966249,1091355.2889185317,89070654.12920462,
6160.0,0.0,0.0,0.0,0.0,0.0,762.0,-109039917.42525601,-2430214.884556867,20473814.17384795,561610607.2751875,-109039917.42525601,-2430214.884556867,20473814.17384795,561610607.2751875,
